Ensembl Gene ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand
YKR063C	LAS1	11	560789	562297	-1
YMR230W-A		13	733268	733456	1
YLL009C	COX17	12	131205	131414	-1
YFL057C	AAD16	6	14305	14763	-1
YPR003C		16	561504	563768	-1
YAL045C		1	57488	57796	-1
YGL064C	MRH4	7	381523	383208	-1
YDR107C	TMN2	4	669016	671034	-1
YJR059W	PTK2	10	545787	548243	1
YDR461C-A		4	1385524	1385766	-1
YML117W	NAB6	13	34243	37647	1
YOR095C	RKI1	15	503552	504328	-1
YIL082W		9	205635	206507	1
YLR158C	ASP3-3	12	482549	483637	-1
YMR116C	ASC1	13	499456	500688	-1
YKL091C		11	269718	270650	-1
YKL096W	CWP1	11	261132	261851	1
YFL063W		6	5066	5521	1
YJL219W	HXT9	10	19497	21200	1
YKR106W	GEX2	11	661442	663289	1
YCL054W	SPB1	3	31449	33974	1
YDR412W	RRP17	4	1294693	1295400	1
YDR110W	FOB1	4	676102	677802	1
YMR020W	FMS1	13	315377	316903	1
YPR082C	DIB1	16	704225	704656	-1
YJL193W		10	71366	72574	1
YAL063C-A		1	22395	22685	-1
YOR047C	STD1	15	416347	417681	-1
YDR210C-D		4	878659	883927	-1
YDR123C	INO2	4	698554	699468	-1
YBR149W	ARA1	2	539987	541021	1
YBR196C-B		2	614526	614630	-1
YDL225W	SHS1	4	52445	54100	1
YNR003C	RPC34	14	634344	635297	-1
YOR150W	MRPL23	15	611999	612490	1
YGR030C	POP6	7	545681	546157	-1
YNL112W	DBP2	14	413639	416281	1
YNL261W	ORC5	14	155100	156539	1
YDR389W	SAC7	4	1252537	1254501	1
YDR226W	ADK1	4	916486	917154	1
YBR172C	SMY2	2	579150	581372	-1
YPR153W		16	833689	834245	1
YHR050W-A		8	209475	209645	1
YML003W		13	263483	264355	1
YJL080C	SCP160	10	285558	289226	-1
YIL144W	TID3	9	78074	80149	1
YLR399W-A		12	920869	920973	1
YOR089C	VPS21	15	490196	490828	-1
YJR022W	LSM8	10	469784	470113	1
YPR034W	ARP7	16	639525	640958	1
YIL126W	STH1	9	117992	122071	1
YIL148W	RPL40A	9	68708	69528	1
YER076W-A		5	313390	313737	1
YDR477W	SNF1	4	1412373	1414274	1
YKL061W	BLI1	11	325771	326112	1
YMR316C-B		13	907321	907629	-1
YPL194W	DDC1	16	179277	181115	1
YDL026W		4	404749	405060	1
YOR219C	STE13	15	752214	755009	-1
YGR122C-A		7	735630	735758	-1
YBR164C	ARL1	2	567875	568426	-1
YCR102C		3	304361	305467	-1
YMR060C	SAM37	13	391532	392515	-1
YIL076W	SEC28	9	216658	217548	1
YBR217W	ATG12	2	657832	658392	1
YIR014W		9	381086	381814	1
YMR245W		13	758563	759183	1
YBR109W-A		2	458608	458832	1
YOR178C	GAC1	15	667860	670241	-1
YPL068C		16	424215	425096	-1
YGR117C		7	725049	726479	-1
YKR080W	MTD1	11	590395	591357	1
YHR137C-A		8	375738	376388	-1
YDR014W	RAD61	4	474046	475989	1
YOR314W		15	903043	903372	1
YGR275W	RTT102	7	1043276	1043749	1
YGR212W	SLI1	7	917040	918446	1
YNL210W	MER1	14	250931	251743	1
YGL233W	SEC15	7	59122	61854	1
YJR115W		10	639942	640451	1
YLR457C	NBP1	12	1055812	1056771	-1
YBR030W	RKM3	2	298292	299950	1
YPL225W		16	126006	126446	1
YJR036C	HUL4	10	500713	503391	-1
YDR138W	HPR1	4	730578	732836	1
YMR195W	ICY1	13	654034	654417	1
YGR004W	PEX31	7	502938	504326	1
YFL008W	SMC1	6	119429	123106	1
YDR054C	CDC34	4	561440	562327	-1
YDL119C		4	246689	247612	-1
YLR465C	BSC3	12	1067045	1067353	-1
YPR134W	MSS18	16	798051	798857	1
YIL046W-A		9	268309	268473	1
YER188W		5	568040	568759	1
YMR301C	ATM1	13	867555	869627	-1
YNL179C		14	300666	301103	-1
YPR116W	RRG8	16	758648	759481	1
YNL253W	TEX1	14	170018	171286	1
YDR278C		4	1017001	1017318	-1
YDR199W		4	854175	854540	1
YOL103W	ITR2	15	124001	125830	1
YLR386W	VAC14	12	893628	896270	1
YNL143C		14	356794	357186	-1
YFR045W		6	241998	242999	1
YER181C		5	551473	551796	-1
YBR037C	SCO1	2	310565	311452	-1
YPR145W	ASN1	16	822620	824338	1
YMR123W	PKR1	13	513593	513961	1
YNR024W	MPP6	14	672409	672969	1
YER133W	GLC7	5	432495	433958	1
YNL019C		14	598376	599230	-1
YOR396W	YRF1-8	15	1085473	1090863	1
YKR079C	TRZ1	11	586789	589305	-1
YOR303W	CPA1	15	882899	884134	1
YLL004W	ORC3	12	141073	142923	1
YLR221C	RSA3	12	578362	579024	-1
YNL152W	INN1	14	346313	347542	1
YPL033C	SRL4	16	487362	488207	-1
YCR098C	GIT1	3	297049	298605	-1
YJR140C	HIR3	10	690750	695696	-1
YJL111W	CCT7	10	207877	209529	1
YNL244C	SUI1	14	187170	187496	-1
YNL135C	FPR1	14	371882	372226	-1
YHL015W	RPS20	8	75412	75777	1
YIL154C	IMP2'	9	53981	55021	-1
YGR236C	SPG1	7	962530	962817	-1
YJL084C	ALY2	10	274862	278002	-1
YDL085W	NDE2	4	303211	304848	1
YAR028W		1	184892	185596	1
YML115C	VAN1	13	40187	41794	-1
YJL150W		10	137123	137425	1
YBR278W	DPB3	2	760294	760899	1
YDR236C	FMN1	4	935236	935892	-1
YPR184W	GDB1	16	902044	906654	1
YDR371C-A		4	1219509	1219613	-1
YOR018W	ROD1	15	364369	366882	1
YDL191W	RPL35A	4	117664	118517	1
YDR481C	PHO8	4	1418550	1420250	-1
YPR145C-A		16	824690	824926	-1
YOR349W	CIN1	15	989789	992833	1
YNL150W		14	349251	349658	1
YBR144C		2	533235	533549	-1
YLR433C	CNA1	12	1004347	1006008	-1
YCR018C	SRD1	3	148238	148903	-1
YJL002C	OST1	10	433221	434651	-1
YFR037C	RSC8	6	227513	229186	-1
YLR264W	RPS28B	12	673131	673334	1
YLR353W	BUD8	12	834352	836163	1
YHL016C	DUR3	8	72037	74244	-1
YLR135W	SLX4	12	413281	415527	1
YOL088C	MPD2	15	153912	154745	-1
YPL086C	ELP3	16	384773	386446	-1
YHL044W		8	13565	14272	1
YOR209C	NPT1	15	736437	737726	-1
YBR027C		2	294024	294356	-1
YBR023C	CHS3	2	284428	287925	-1
YDR142C	PEX7	4	740473	741600	-1
YIR025W	MND2	9	403659	404765	1
YER066C-A		5	291703	292203	-1
YDR036C	EHD3	4	523211	524713	-1
YBR300C		2	808600	809097	-1
YOR394C-A		15	1084202	1084369	-1
YJR106W	ECM27	10	624838	627015	1
YKL135C	APL2	11	186460	188640	-1
YMR223W	UBP8	13	716715	718130	1
YML009C-A		13	250675	251001	-1
YKL120W	OAC1	11	217344	218318	1
YBL071C-B		2	89458	89556	-1
YDL040C	NAT1	4	378874	381438	-1
YMR142C	RPL13B	13	550206	551207	-1
YKL089W	MIF2	11	273394	275043	1
YLR239C	LIP2	12	616332	617318	-1
YMR158W-B		13	574471	574791	1
YPL019C	VTC3	16	514511	517018	-1
YHR050W	SMF2	8	207654	209303	1
YLR102C	APC9	12	342970	343767	-1
YPL085W	SEC16	16	387067	393654	1
YJL071W	ARG2	10	306132	307856	1
YJR010W	MET3	10	456239	457774	1
YJL130C	URA2	10	165723	172367	-1
YCR021C	HSP30	3	156109	157107	-1
YPR204C-A		16	946856	947338	-1
YHR063C	PAN5	8	224030	225169	-1
YBR038W	CHS2	2	311898	314789	1
YBR277C		2	760215	760616	-1
YGL049C	TIF4632	7	406860	409604	-1
YOL063C	CRT10	15	207392	210265	-1
YHR009C	TDA3	8	124109	125680	-1
YGR172C	YIP1	7	842845	843591	-1
YLR279W		12	704309	704698	1
YGR111W		7	715828	717030	1
YLR461W	PAU4	12	1062919	1063281	1
YOR039W	CKB2	15	405768	406544	1
YPR053C		16	665788	666243	-1
YMR101C	SRT1	13	468445	469476	-1
YPL087W	YDC1	16	383455	384408	1
YKR105C	VBA5	11	658716	660464	-1
YDR135C	YCF1	4	723004	727551	-1
YNL001W	DOM34	14	627456	628616	1
YKL015W	PUT3	11	408544	411483	1
YGR094W	VAS1	7	672186	675500	1
YOL146W	PSF3	15	48864	49448	1
YDL218W		4	66493	67446	1
YNL098C	RAS2	14	439602	440570	-1
YNL032W	SIW14	14	574506	575351	1
YHR184W	SSP1	8	472744	474459	1
YLR332W	MID2	12	790676	791806	1
YGR081C	SLX9	7	643148	643780	-1
YCL005W-A	VMA9	3	107023	107417	1
YOL156W	HXT11	15	25273	26976	1
YHR168W	MTG2	8	440377	441933	1
YBR058C-A	TSC3	2	356324	356566	-1
YOR183W	FYV12	15	678872	679261	1
YHR062C	RPP1	8	222877	223758	-1
YGR248W	SOL4	7	985972	986739	1
YKL034W	TUL1	11	371829	374105	1
YMR138W	CIN4	13	545155	545730	1
YOL058W	ARG1	15	219211	220473	1
YJL110C	GZF3	10	209922	211577	-1
YHL007C	STE20	8	95118	97937	-1
YPL022W	RAD1	16	506697	509999	1
YHR208W	BAT1	8	517532	518713	1
YAR042W	SWH1	1	192619	196185	1
YFL012W-A		6	109810	110184	1
YKR013W	PRY2	11	463959	464948	1
YJL074C	SMC3	10	299157	302849	-1
YIR009W	MSL1	9	374525	374860	1
YLR384C	IKI3	12	888851	892900	-1
YOR127W	RGA1	15	561170	564193	1
YPR188C	MLC2	16	911988	912479	-1
YKR064W	OAF3	11	562547	565138	1
YGL018C	JAC1	7	459110	459664	-1
YJL198W	PHO90	10	60844	63489	1
YMR261C	TPS3	13	790205	793369	-1
YPL013C	MRPS16	16	528985	529350	-1
YER001W	MNN1	5	153520	155808	1
YOR179C	SYC1	15	671845	672411	-1
YBR134W		2	504243	504644	1
YGR116W	SPT6	7	720409	724764	1
YBR126W-A		2	490850	491056	1
YHR213W		8	539151	539747	1
YGL234W	ADE5,7	7	56482	58890	1
YPL030W	TRM44	16	493543	495246	1
YGR002C	SWC4	7	498476	499906	-1
YER164W	CHD1	5	505392	509798	1
YPR108W	RPN7	16	742454	743743	1
YDR385W	EFT2	4	1243230	1245758	1
YDR480W	DIG2	4	1417399	1418370	1
YBR109C	CMD1	2	457919	458362	-1
YMR271C	URA10	13	806865	807548	-1
YOR306C	MCH5	15	889867	891432	-1
YGR112W	SHY1	7	717358	718527	1
YBL089W	AVT5	2	49574	50953	1
YLL012W	YEH1	12	125534	127255	1
YLR213C	CRR1	12	566654	567922	-1
YMR013C-A		13	296471	296620	-1
YHR082C	KSP1	8	268459	271548	-1
YLR013W	GAT3	12	171339	171764	1
YDR439W	LRS4	4	1339676	1340719	1
YDR381W	YRA1	4	1236558	1238004	1
YDR349C	YPS7	4	1172386	1174176	-1
YLL028W	TPO1	12	84804	86564	1
YJR010C-A	SPC1	10	458077	458361	-1
YLR408C	BLS1	12	933885	934253	-1
YPL121C	MEI5	16	320962	321630	-1
YDR290W		4	1039370	1039699	1
YNL323W	LEM3	14	31944	33188	1
YGR254W	ENO1	7	1000927	1002240	1
YPR067W	ISA2	16	682220	682777	1
YIL145C	PAN6	9	76354	77283	-1
YBL112C		2	2582	2899	-1
YMR209C		13	685911	687284	-1
YPR102C	RPL11A	16	731224	731748	-1
YLR168C	UPS2	12	499578	500270	-1
YPL123C	RNY1	16	317641	318945	-1
YOR172W	YRM1	15	654210	656570	1
YJL149W	DAS1	10	137379	139370	1
YGR159C	NSR1	7	806412	807656	-1
YNL331C	AAD14	14	16118	17248	-1
YML058W-A	HUG1	13	158760	158966	1
YOL160W		15	14313	14654	1
YKR075C		11	579827	580750	-1
YDR066C	RTR2	4	581908	582498	-1
YDR325W	YCG1	4	1117126	1120233	1
YHR006W	STP2	8	117814	119439	1
YNL203C		14	259439	260050	-1
YGL040C	HEM2	7	419527	420555	-1
YOR259C	RPT4	15	812395	813708	-1
YBL041W	PRE7	2	141247	141972	1
YDL085C-A		4	302464	302670	-1
YER084W		5	327065	327451	1
YPL192C	PRM3	16	182655	183056	-1
YGL030W	RPL30	7	439091	439638	1
YNL009W	IDP3	14	614821	616083	1
YBR108W	AIM3	2	454822	457665	1
YNL070W	TOM7	14	493366	493548	1
YJR139C	HOM6	10	689445	690524	-1
YAR010C		1	164544	165866	-1
YDL092W	SRP14	4	292781	293221	1
YJL044C	GYP6	10	358300	359676	-1
YIR016W		9	382628	383425	1
YLR404W	FLD1	12	928743	929600	1
YOR096W	RPS7A	15	505794	506767	1
YCL058W-A	ADF1	3	23584	23925	1
YML062C	MFT1	13	147505	148683	-1
YNL206C	RTT106	14	256788	258155	-1
YBR029C	CDS1	2	296369	297742	-1
YJL101C	GSH1	10	234320	236356	-1
YKL047W		11	349463	351013	1
YDR375C	BCS1	4	1225166	1226536	-1
YLR375W	STP3	12	871697	872728	1
YPL183W-A	RTC6	16	199095	199376	1
YIL153W	RRD1	9	55198	56379	1
YLR252W		12	641957	642262	1
YGR098C	ESP1	7	682566	687458	-1
YER159C-A		5	496802	498124	-1
YER010C		5	172634	173338	-1
YJL197W	UBP12	10	63805	67569	1
YHR149C	SKG6	8	394455	396659	-1
YDR146C	SWI5	4	748613	750742	-1
YDL212W	SHR3	4	78426	79058	1
YER025W	GCD11	5	205251	206834	1
YJR037W		10	503102	503485	1
YJL068C		10	313016	313915	-1
YBR046C	ZTA1	2	330507	331511	-1
YAL016C-B		1	124307	124492	-1
YCR024C-A	PMP1	3	162945	163067	-1
YGL011C	SCL1	7	474489	475247	-1
YGL238W	CSE1	7	49552	52434	1
YBR111W-A	SUS1	2	462139	462579	1
YLR463C		12	1066265	1066816	-1
YLL047W		12	46672	47055	1
YBR052C	RFS1	2	338720	339352	-1
YCL069W	VBA3	3	9706	11082	1
YPR085C	ASA1	16	708497	709828	-1
YBR089W		2	425183	425782	1
YPR167C	MET16	16	876847	877632	-1
YER048C	CAJ1	5	246982	248157	-1
YKL154W	SRP102	11	161601	162335	1
YHR169W	DBP8	8	442181	443476	1
YGR247W	CPD1	7	984966	985685	1
YER037W	PHM8	5	225889	226854	1
YLR321C	SFH1	12	776584	777864	-1
YFL034W		6	65477	68698	1
YMR063W	RIM9	13	397077	397796	1
YIL125W	KGD1	9	122689	125733	1
YIR023C-A		9	402383	402706	-1
YIL032C		9	291961	292317	-1
YOR270C	VPH1	15	828052	830574	-1
YNL184C		14	292557	292883	-1
YLR304C	ACO1	12	735212	737548	-1
YHR145C		8	388981	389337	-1
YGL017W	ATE1	7	459854	461365	1
YDR133C		4	720962	721297	-1
YBR200W	BEM1	2	620872	622527	1
YOR087W	YVC1	15	487707	489734	1
YFR053C	HXK1	6	253592	255049	-1
YOR212W	STE4	15	742910	744181	1
YIL098C	FMC1	9	179772	180239	-1
YNL110C	NOP15	14	417826	418488	-1
YML128C	MSC1	13	15135	16676	-1
YOR001W	RRP6	15	326832	329033	1
YER129W	SAK1	5	417281	420709	1
YBL001C	ECM15	2	237153	237467	-1
YOR304C-A		15	888520	888750	-1
YDR373W	FRQ1	4	1222759	1223331	1
YOR057W	SGT1	15	432186	433373	1
YGR091W	PRP31	7	666341	667825	1
YLR087C	CSF1	12	306855	315731	-1
YAL012W	CYS3	1	130799	131983	1
YDR351W	SBE2	4	1178666	1181260	1
YOL002C	IZH2	15	323411	324364	-1
YGL244W	RTF1	7	41498	43174	1
YCL035C	GRX1	3	60841	61173	-1
YKL146W	AVT3	11	171783	173861	1
YHL008C		8	92627	94510	-1
YGR005C	TFG2	7	504657	505859	-1
YPR152C	URN1	16	832061	833458	-1
YNL235C		14	209548	209979	-1
YNL066W	SUN4	14	501515	502777	1
YJL107C		10	218853	220016	-1
YOL092W		15	144204	145130	1
YNL336W	COS1	14	8330	9475	1
YKL206C	ADD66	11	49006	49809	-1
YGL014C-A		7	466237	466398	-1
YMR115W	MGR3	13	497704	499209	1
YOR156C	NFI1	15	628360	630540	-1
YLR381W	CTF3	12	879723	881924	1
YOL003C	PFA4	15	321858	322994	-1
YJR162C		10	744911	745261	-1
YEL005C	VAB2	5	145907	146755	-1
YCL048W-A		3	41488	41727	1
YIR017C	MET28	9	383556	384119	-1
YBL028C		2	167518	167838	-1
YGR184C	UBR1	7	859901	865753	-1
YKL039W	PTM1	11	362622	364193	1
YGL028C	SCW11	7	441281	442909	-1
YMR127C	SAS2	13	522329	523345	-1
YLR418C	CDC73	12	956914	958095	-1
YDR247W	VHS1	4	956013	957398	1
YBL029C-A		2	164488	164772	-1
YMR205C	PFK2	13	671887	674766	-1
YKR008W	RSC4	11	452201	454078	1
YJL118W		10	191639	192298	1
YFR043C	IRC6	6	239114	239827	-1
YIL029C		9	300829	301257	-1
YDR265W	PEX10	4	998864	999877	1
YOR255W	OSW1	15	807271	808107	1
YNL131W	TOM22	14	378767	379225	1
YER101C	AST2	5	360502	361794	-1
YNL312W	RFA2	14	48287	49216	1
YDR365W-A		4	1206997	1208319	1
YJL172W	CPS1	10	97737	99467	1
YMR215W	GAS3	13	696796	698370	1
YHL031C	GOS1	8	38815	39486	-1
YER159C	BUR6	5	491530	491958	-1
YEL047C		5	65385	66797	-1
YHR118C	ORC6	8	344321	345628	-1
YKL016C	ATP7	11	407465	407989	-1
YOR160W	MTR10	15	633839	636757	1
YHL045W		8	12502	12849	1
YPR056W	TFB4	16	671126	672142	1
YBR201W	DER1	2	623576	624211	1
YER144C	UBP5	5	457806	460223	-1
YOR185C	GSP2	15	681444	682106	-1
YBR264C	YPT10	2	737770	738369	-1
YFL015C		6	106469	106963	-1
YDR239C		4	941057	943420	-1
YML016C	PPZ1	13	239458	241536	-1
YDL180W		4	135896	137539	1
Q0092		Mito	30874	31014	1
YEL058W	PCM1	5	43252	44925	1
YLR172C	DPH5	12	501260	502162	-1
YBR024W	SCO2	2	289445	290350	1
YOR023C	AHC1	15	376012	377712	-1
YJL168C	SET2	10	102227	104428	-1
Q0120	BI4	Mito	36540	42251	1
YJL121C	RPE1	10	190374	191090	-1
YPL212C	PUS1	16	151515	153149	-1
YJL036W	SNX4	10	378825	380096	1
YGL114W		7	293460	295637	1
YOL077C	BRX1	15	185848	186723	-1
YJL201W	ECM25	10	54379	56178	1
YBL100W-B		2	29935	35248	1
YDR528W	HLR1	4	1494586	1495857	1
YPL141C	FRK1	16	283464	286061	-1
YER138C		5	443756	449024	-1
YHR213W-A		8	540549	540782	1
YPR001W	CIT3	16	556377	557837	1
YBR135W	CKS1	2	504854	505306	1
YNL262W	POL2	14	148212	154880	1
YNL317W	PFS2	14	40619	42016	1
YLL033W	IRC19	12	73409	74101	1
YHL049C		8	3726	4541	-1
YML034C-A		13	209428	209826	-1
YPR104C	FHL1	16	733623	736433	-1
YKL220C	FRE2	11	9091	11226	-1
YOR069W	VPS5	15	453768	455795	1
YPL244C	HUT1	16	87014	88033	-1
YGL164C	YRB30	7	191978	193300	-1
YGL231C	EMC4	7	63048	63620	-1
YER090W	TRP2	5	337949	339472	1
YBL046W	PSY4	2	132424	133749	1
YLR026C	SED5	12	195450	196472	-1
YPR049C	ATG11	16	661137	664673	-1
YIR018W	YAP5	9	384609	385346	1
YAR027W	UIP3	1	183770	184477	1
YDL200C	MGT1	4	100501	101067	-1
YIL114C	POR2	9	149143	149988	-1
YGR026W		7	532985	533821	1
YFL027C	GYP8	6	80419	81912	-1
YLR380W	CSR1	12	878282	879508	1
YGR169C-A		7	836387	836665	-1
YKL184W	SPE1	11	96757	98157	1
YHR036W	BRL1	8	180345	181760	1
YNL153C	GIM3	14	345669	346058	-1
YGR079W		7	640720	641832	1
YIL164C	NIT1	9	34087	34686	-1
YML009C	MRPL39	13	251304	251516	-1
YDL133W	SRF1	4	222427	223740	1
YOL073C		15	193832	194800	-1
YMR250W	GAD1	13	770801	772558	1
YBR098W	MMS4	2	441515	443590	1
YDR444W		4	1350290	1352353	1
YHR005C	GPA1	8	113499	114917	-1
YDR507C	GIN4	4	1462358	1465786	-1
YPR094W	RDS3	16	720637	720960	1
YMR303C	ADH2	13	873291	874337	-1
YBR237W	PRP5	2	691969	694518	1
YER018C	SPC25	5	191959	192624	-1
YDL130W	RPP1B	4	229906	230527	1
YDL011C		4	432308	432631	-1
YNL138W-A	YSF3	14	366033	366412	1
YHR161C	YAP1801	8	420373	422286	-1
YDR116C	MRPL1	4	682724	683581	-1
YKL027W		11	387562	388905	1
YDR242W	AMD2	4	946807	948456	1
YOL145C	CTR9	15	49555	52788	-1
YLR281C		12	704493	704960	-1
YOR290C	SNF2	15	855147	860258	-1
YKR065C	PAM17	11	565299	565892	-1
YJR031C	GEA1	10	486586	490812	-1
YBR139W		2	515664	517190	1
YPL241C	CIN2	16	95372	96258	-1
YER023W	PRO3	5	201076	201936	1
YPL100W	ATG21	16	361872	363362	1
YPL146C	NOP53	16	276162	277529	-1
YLR439W	MRPL4	12	1014491	1015450	1
YCL055W	KAR4	3	27929	28936	1
YML024W	RPS17A	13	225889	226697	1
YGR039W		7	574888	575199	1
YKR027W	BCH2	11	491364	493661	1
YNL177C	MRPL22	14	303686	304615	-1
YBR138C		2	513762	515336	-1
YJL055W		10	333357	334094	1
YJL136C	RPS21B	10	156550	157273	-1
YDR057W	YOS9	4	565927	567555	1
YAR075W		1	228844	229317	1
YMR140W	SIP5	13	547714	549183	1
YLR035C	MLH2	12	212369	214456	-1
YLR092W	SUL2	12	323544	326225	1
YKR025W	RPC37	11	487770	488618	1
YFL054C		6	20847	22787	-1
YBR016W		2	270247	270633	1
YBR031W	RPL4A	2	300166	301254	1
YHR142W	CHS7	8	383538	384488	1
YBR225W		2	670627	673329	1
YNL035C		14	568522	569691	-1
YLL038C	ENT4	12	65775	66518	-1
YLR146W-A		12	433870	434058	1
YJL220W		10	18243	18695	1
YPR158C-D		16	850989	856257	-1
YKL020C	SPT23	11	398832	402080	-1
YPL164C	MLH3	16	239350	241497	-1
YER094C	PUP3	5	348729	349346	-1
YNL097C	PHO23	14	441366	442358	-1
YJR101W	RSM26	10	618234	619034	1
YLR265C	NEJ1	12	674427	675455	-1
YOR161W-B		15	637975	638235	1
YDR447C	RPS17B	4	1354829	1355553	-1
YIL136W	OM45	9	93619	94800	1
YIL016W	SNL1	9	321454	321933	1
YML127W	RSC9	13	17064	18809	1
YOL143C	RIB4	15	54595	55104	-1
YOR052C		15	426772	427224	-1
YGR029W	ER6	7	543553	544205	1
YPL278C		16	15053	15355	-1
YOL052C-A	DDR2	15	231570	231755	-1
YOR078W	BUD21	15	472725	473369	1
YGR166W	TRS65	7	830515	832197	1
YMR302C	YME2	13	870073	872625	-1
YPR040W	TIP41	16	647305	648375	1
YNL221C	POP1	14	231068	233695	-1
YGL128C	CWC23	7	269293	270144	-1
YCR092C	MSH3	3	276764	279820	-1
YKL072W	STB6	11	299582	301882	1
YEL020C-B		5	117183	117380	-1
YHR052W	CIC1	8	210848	211978	1
YMR182C	RGM1	13	624532	625167	-1
YLR285W	NNT1	12	707360	708145	1
YJR098C		10	613186	615156	-1
YDR438W	THI74	4	1338274	1339386	1
YMR004W	MVP1	13	274017	275552	1
YPL098C	MGR2	16	364386	364727	-1
YER017C	AFG3	5	189503	191788	-1
YLR113W	HOG1	12	371620	372927	1
YIL149C	MLP2	9	63028	68067	-1
YIL157C	COA1	9	46949	47542	-1
YNL227C	JJJ1	14	220659	222431	-1
YBR141W-A		2	527167	527262	1
YKL097C		11	258503	258913	-1
YPR151C	SUE1	16	831055	831675	-1
YOL006C	TOP1	15	313078	315387	-1
YHR044C	DOG1	8	194068	194808	-1
YFL024C	EPL1	6	87847	90345	-1
YDR180W	SCC2	4	821295	825776	1
YJR091C	JSN1	10	595061	598336	-1
YBL077W		2	80897	81328	1
YPL125W	KAP120	16	313388	316486	1
YLR176C	RFX1	12	507797	510232	-1
YLR010C	TEN1	12	167320	167802	-1
YJL073W	JEM1	10	303181	305118	1
YMR135C	GID8	13	538689	540056	-1
YMR259C		13	784621	788883	-1
YOL071W	EMI5	15	196507	196995	1
YLR467C-A		12	1077050	1077532	-1
YGL126W	SCS3	7	270997	272139	1
YML007C-A		13	253162	253272	-1
YMR232W	FUS2	13	736926	738959	1
YCR083W	TRX3	3	259578	259961	1
YKR057W	RPS21A	11	551657	552242	1
YNL140C		14	360917	361486	-1
YGL113W	SLD3	7	295932	297938	1
YDL023C		4	411761	412081	-1
YEL077C		5	264	4097	-1
YER109C	FLO8	5	375215	377614	-1
YBR200W-A		2	622983	623147	1
YMR160W		13	575066	577516	1
YNR001C	CIT1	14	629622	631061	-1
YIL116W	HIS5	9	142928	144085	1
YNL022C		14	591427	592899	-1
YGR100W	MDR1	7	690245	693097	1
YER172C	BRR2	5	529530	536021	-1
YNR032C-A	HUB1	14	687243	687464	-1
YKL042W	SPC42	11	358475	359566	1
YOR252W	TMA16	15	803667	804203	1
YGR052W	FMP48	7	593596	594705	1
YDL196W		4	106741	107070	1
YER141W	COX15	5	453459	454919	1
YBR060C	ORC2	2	360652	362514	-1
YJL124C	LSM1	10	187126	187644	-1
YPR172W		16	885796	886398	1
YGL091C	NBP35	7	342056	343042	-1
YER042W	MXR1	5	234937	235491	1
YJL100W	LSB6	10	237263	239086	1
YIL060W		9	246392	246826	1
YHR047C	AAP1	8	198740	201310	-1
YDR202C	RAV2	4	856898	857953	-1
YJR150C	DAN1	10	708811	709707	-1
YAL035W	FUN12	1	76427	79435	1
YNL015W	PBI2	14	605384	605611	1
YPR013C		16	584632	585585	-1
YJL024C	APS3	10	395931	396592	-1
YCL007C		3	106974	107366	-1
YKL167C	MRP49	11	133721	134134	-1
YMR070W	MOT3	13	409154	410626	1
YFR049W	YMR31	6	248523	248894	1
YML083C		13	99794	101050	-1
YDR296W	MHR1	4	1055212	1055892	1
YPL110C	GDE1	16	341068	344739	-1
YLR205C	HMX1	12	552724	553677	-1
YBL100W-A		2	29935	31251	1
YNL120C		14	401033	401518	-1
YBR080C	SEC18	2	398614	400890	-1
YMR009W	ADI1	13	284102	284641	1
YOR243C	PUS7	15	790211	792241	-1
YBR235W		2	686901	690263	1
YPR160W-A		16	861934	862014	1
YFL002C	SPB4	6	145114	146934	-1
YDR193W		4	844554	844952	1
YNL207W	RIO2	14	255353	256630	1
YLL043W	FPS1	12	49938	51947	1
YER110C	KAP123	5	378762	382103	-1
YER005W	YND1	5	160550	162442	1
YBR239C	ERT1	2	698354	699943	-1
YFR027W	ECO1	6	207452	208297	1
YJL064W		10	315175	315570	1
YML005W	TRM12	13	260221	261609	1
YPL040C	ISM1	16	475993	479001	-1
YMR120C	ADE17	13	507502	509280	-1
YGR283C		7	1059015	1060040	-1
YPL113C		16	335953	337143	-1
YIL084C	SDS3	9	202276	203259	-1
YGR141W	VPS62	7	770569	771972	1
YDL151C	BUD30	4	183318	183899	-1
YER119C	AVT6	5	399496	400842	-1
YFL030W	AGX1	6	76831	77988	1
YNL205C		14	258155	258577	-1
YPR166C	MRP2	16	876282	876629	-1
YML108W		13	54793	55110	1
YDR322C-A	TIM11	4	1112003	1112293	-1
YOL155W-A		15	27084	27218	1
YIL132C	CSM2	9	99860	100501	-1
YIL173W	VTH1	9	11492	16141	1
YDR013W	PSF1	4	473157	473783	1
YML070W	DAK1	13	133475	135229	1
YNR076W	PAU6	14	781918	782280	1
YML095C	RAD10	13	81481	82113	-1
YPR195C		16	927965	928294	-1
YPL008W	CHL1	16	539385	541970	1
YDL156W		4	174918	176486	1
YIR036W-A		9	422635	423036	1
YDR274C		4	1011589	1011960	-1
YDR173C	ARG82	4	810565	811632	-1
YKL134C	OCT1	11	189124	191442	-1
YDR190C	RVB1	4	840604	841995	-1
YBL039C	URA7	2	143989	145728	-1
YOR293W	RPS10A	15	867098	867852	1
YLR399C	BDF1	12	919536	921596	-1
YDR109C		4	673520	675667	-1
YLR356W	ATG33	12	840321	840914	1
YPL057C	SUR1	16	451909	453057	-1
